repo_id,Primary Language,Repo_description,size,stars,commits_count,contributors_count_without_anonymous,contributors_count_with_anonymous,created_at,pushed_at,repo/username,repo_link
891574,Ruby,"htty is the HTTP TTY, a console application for interacting with web servers.",1737,1745,332,15,17,06 September 2010,14 February 2018,htty/htty,
900234,Objective-C,PDF Reader Core for iOS,1846,4004,52,1,1,10 September 2010,16 July 2017,Reader,
900753,JavaScript,Light-weight option parsing for node.js,509,2484,185,13,15,10 September 2010,30 November 2017,node-optimist,
901662,C,The Library,37372,6349,10810,327,369,10 September 2010,13 February 2018,libgit2,
904419,JavaScript,"A lightweight, easy to use Javascript <span> injector for radical Web Typography",22,4987,33,7,8,12 September 2010,09 February 2017,davatron5000/Lettering.js,
906150,Ruby,Slim is a template language whose goal is to reduce the syntax to the essential parts without becoming cryptic.,2097,4518,1724,80,86,13 September 2010,07 February 2018,slim-template/slim,
910744,Ruby,Server automation framework and application,62614,4872,27151,317,659,14 September 2010,13 February 2018,puppet,
914603,JavaScript,ECMAScript 5 compatibility shims for legacy (and modern) JavaScript engines,1806,6215,946,70,82,16 September 2010,16 December 2017,es-shims/es5-shim,
914796,Go,A Windows GUI toolkit for the Go Programming Language,4370,2465,1128,19,24,16 September 2010,27 February 2018,walk,
914985,PHP,The PHP micro-framework based on the Symfony Components ,3506,3741,2352,233,265,16 September 2010,14 February 2018,silexphp/Silex,
923028,Ruby,Generate Entity-Relationship Diagrams for Rails applications,1200,2487,458,46,52,19 September 2010,02 February 2018,voormedia/rails-erd,
929845,Ruby,Sass makes CSS fun again.,13177,11065,6447,186,222,22 September 2010,02 February 2018,sass,
931033,PHP,The most awesome validation engine ever created for PHP,5440,4375,1390,91,108,22 September 2010,09 February 2018,Respect/Validation,
938745,JavaScript,A Script Loader For Your Conditional Builds,1552,2599,380,19,26,25 September 2010,13 December 2016,yepnope.js,
942613,C#,Elasticsearch.Net & NEST,114154,1717,5635,140,177,27 September 2010,14 March 2018,elasticsearch-net,
943149,JavaScript,"Bring data to life with SVG, Canvas and HTML. :bar_chart::chart_with_upwards_trend::tada:",35864,72522,4121,121,130,27 September 2010,07 February 2018,d3,
946824,Python,Command line utilities for data analysis,50,1711,50,14,14,28 September 2010,13 March 2018,data_hacks,
946945,JavaScript,A JavaScript library for internationalization and localization that leverages the official Unicode CLDR JSON data,6352,3633,752,55,63,28 September 2010,16 January 2018,jquery/globalize,
959084,Objective-C,Managing windows size and position in OSX,2058,4070,399,18,24,03 October 2010,08 February 2018,fikovnik/ShiftIt,
961036,Java,Hibernate's core Object/Relational Mapping functionality,156607,3021,8423,306,404,04 October 2010,14 February 2018,hibernate/hibernate-orm,
965782,JavaScript,String validation,2373,9625,1441,159,199,06 October 2010,07 February 2018,chriso/validator.js,
979480,Python,"a small, expressive orm -- supports postgresql, mysql and sqlite",9595,4847,3219,95,111,11 October 2010,12 February 2018,coleifer/peewee,
980240,Python,Python Command-line Application Tools,849,2382,372,56,62,12 October 2010,25 October 2017,clint,
984742,Python,Run MapReduce jobs on Hadoop or Amazon Web Services,13315,2176,6539,76,123,13 October 2010,23 February 2018,mrjob,
991475,JavaScript,PostgreSQL client for node.js.,2001,5729,1845,148,172,15 October 2010,12 February 2018,brianc/node-postgres,
994551,Python,The Jinja2 template engine,4472,4920,1781,156,177,17 October 2010,07 February 2018,jinja2,
997338,Python,The comprehensive WSGI web application library.,9921,3789,3502,248,281,18 October 2010,13 February 2018,werkzeug,
997491,C#,A C# implementation of the WebSocket protocol client and server,15836,1931,2796,6,6,18 October 2010,06 March 2018,websocket-sharp,
1012503,Objective-C,"A simple iOS photo and video browser with grid view, captions and selections.",21737,8007,188,4,6,21 October 2010,28 November 2017,mwaterfall/MWPhotoBrowser,
1012745,JavaScript,A microservices toolkit for Node.js.,4699,2789,1404,47,55,21 October 2010,13 February 2018,senecajs/seneca,
1017748,PHP,"Wrapper for a PHP MySQL class, which utilizes MySQLi and prepared statements. ",521,1930,532,44,48,23 October 2010,08 February 2018,joshcam/PHP-MySQLi-Database-Class,
1020639,Python,Pyramid - A Python web framework,21771,2674,10481,246,300,24 October 2010,13 March 2018,pyramid,
1022555,JavaScript,A localStorage adapter for Backbone.js,625,1974,292,59,68,25 October 2010,05 February 2018,Backbone.localStorage,
1030255,Python,A Python wrapper for Google Tesseract,255,1267,125,19,21,27 October 2010,27 February 2018,pytesseract,
1039520,Python,Command-line program to download videos from YouTube.com and other video sites,51317,33867,15905,401,697,31 October 2010,13 February 2018,rg3/youtube-dl,
1048401,JavaScript,"A jQuery plugin to detect faces on images, videos and canvases.",2402,2626,339,5,7,03 November 2010,04 November 2017,jquery.facedetection,
1052694,JavaScript,? JavaScript client library for integrating remoteStorage in apps,20666,1644,4426,40,51,04 November 2010,14 March 2018,remotestorage.js,
1076724,Objective-C,"Custom UIView for iOS that pops up an animated ""bubble"" pointing at a button or other view. Useful for popup tips.",256,2661,206,32,42,13 November 2010,27 November 2017,CMPopTipView,
1090329,JavaScript,BDD style assertions for node.js -- test framework agnostic,1584,2666,367,44,50,18 November 2010,19 December 2015,should.js,
1092277,JavaScript,JSON in JavaScript,48,7263,33,1,2,18 November 2010,29 November 2017,douglascrockford/JSON-js,
1111874,JavaScript,Web Crawler/Spider for NodeJS + server-side jQuery ;-),505,3455,345,35,41,25 November 2010,05 January 2018,sylvinus/node-crawler,
1126087,Python,GitPython is a python library used to interact with Git repositories.,7766,1706,1806,122,144,30 November 2010,05 March 2018,GitPython,
1130565,JavaScript,Node.js Application Configuration,2268,3015,539,63,78,02 December 2010,13 February 2018,lorenwest/node-config,
1134397,Objective-C,Open source code for the idevrecipes.com blog,1536,3006,42,3,3,03 December 2010,23 April 2014,idev-recipes,
1141441,JavaScript,"Insanely fast, full-stack, headless browser testing using node.js",5157,4768,1732,119,146,05 December 2010,07 January 2018,assaf/zombie,
1145832,Ruby,An IRB alternative and runtime developer console,7053,5028,3594,132,167,07 December 2010,12 February 2018,pry,
1148352,Python,Supervisor process control system for UNIX,4817,4068,2036,102,120,08 December 2010,13 February 2018,supervisor,
1148753,Java,Spring Framework,108765,19092,16054,258,298,08 December 2010,13 February 2018,spring-framework,
1161119,Python,Python PDF Parser,12529,2634,513,18,26,12 December 2010,03 February 2018,euske/pdfminer,
1172597,Ruby,Collection of testing matchers extracted from Shoulda,13479,2247,1660,198,234,15 December 2010,13 March 2018,shoulda-matchers,
1186030,JavaScript,qr code generator,930,1735,225,23,24,21 December 2010,07 March 2018,node-qrcode,
1187853,Java,A reference implementation of a JSON package in Java.,755,2775,310,24,30,21 December 2010,11 March 2018,JSON-java,
1193527,PHP,"Provides user management for your Symfony2 project. Compatible with Doctrine ORM & ODM, and Propel.",3479,2680,3114,401,452,23 December 2010,13 February 2018,FOSUserBundle,
1206546,JavaScript,A logger for just about everything.,1635,9468,1081,201,224,29 December 2010,12 February 2018,winston,
1206729,Python,A tool that automatically formats Python code to conform to the PEP 8 style guide.,3260,2064,2393,22,32,29 December 2010,12 March 2018,autopep8,
1207300,JavaScript,Daemon for easy but powerful stats aggregation,2101,12586,934,170,217,30 December 2010,23 January 2018,etsy/statsd,
1212922,Python,"E-mails, subdomains and names Harvester - OSINT ",118,1611,59,9,16,01 January 2011,13 March 2018,theHarvester,
1225212,JavaScript,"Recursively mkdir, like `mkdir -p`, but in node.js",82,1703,82,9,9,06 January 2011,15 February 2018,node-mkdirp,
1226823,C++,Embedded Scripting Language Designed for C++,5778,1212,2063,40,49,06 January 2011,13 March 2018,ChaiScript,
1227666,Ruby,Goliath is a non-blocking Ruby web server framework,1007,2431,778,74,89,06 January 2011,03 December 2017,goliath,
1235115,Objective-C,iOS Objective-C headers as derived from runtime introspection,145835,6249,79,1,4,09 January 2011,11 February 2018,iOS-Runtime-Headers,
1238201,Objective-C,Methods to allow using HTML code with CoreText,6390,5298,2750,105,137,10 January 2011,28 November 2017,Cocoanetics/DTCoreText,
1238771,PHP,Asset Management for PHP,3310,3605,1153,119,136,10 January 2011,31 December 2017,assetic,
1239398,JavaScript,"The fastest + concise javascript template engine for nodejs and browsers. Partials, custom delimiters and more. ",137,3789,149,13,15,10 January 2011,01 February 2018,doT,
1246599,JavaScript,a graph visualization library using web workers and jQuery,1221,2460,12,1,1,12 January 2011,27 February 2016,arbor,
1254218,JavaScript,A framework for Realtime Web Apps,5297,3542,1415,52,74,14 January 2011,19 November 2017,socketstream,
1254797,Ruby,pg_search builds ActiveRecord named scopes that take advantage of PostgreSQL’s full text search ,954,2104,800,51,92,14 January 2011,23 February 2018,pg_search,
1257514,Python,Event driven concurrent framework for Python,47729,1574,2435,20,27,15 January 2011,11 January 2018,pulsar,
1258570,Java,OsmAnd,381409,1372,46228,294,772,15 January 2011,14 March 2018,Osmand,
1267753,PHP,PHP library that provides a filesystem abstraction layer ? will be a feast for your files!,2059,1911,941,117,140,18 January 2011,10 February 2018,Gaufrette,
1272129,Java,A damn simple library for building production-ready RESTful web services.,58669,6356,4412,303,367,19 January 2011,12 February 2018,dropwizard,
1272424,JavaScript,?? Send e-mails with Node.JS – easy as cake!,9520,9022,814,82,101,19 January 2011,13 February 2018,andris9/Nodemailer,
1276752,JavaScript,":fork_and_knife: Fast front-end web app build tool with simple declarative config, seamless incremental compilation for rapid development, an opinionated pipeline and workflow, and core support for source maps.",3811,6361,2942,119,131,21 January 2011,03 February 2018,brunch,
1287669,Java,Java JsonPath implementation,2243,2391,804,35,52,24 January 2011,31 January 2018,jayway/JsonPath,
1295612,JavaScript,Attractive JavaScript charts for jQuery,6408,5527,845,51,63,26 January 2011,08 October 2017,flot,
1308789,JavaScript,"The perfect library for adding search, sort, filters and flexibility to tables, lists and various HTML elements. Built to be invisible and work on existing HTML.",3146,8717,623,37,45,30 January 2011,31 January 2018,javve/list.js,
1326671,Java,K-9 Mail – Advanced Email for Android ?,55431,3636,7551,183,235,04 February 2011,11 February 2018,k-9,
1327739,C#,.NET Decompiler,24595,4583,3568,56,61,04 February 2011,10 February 2018,icsharpcode/ILSpy,
1329729,Objective-C,[DEPRECATED],681,4311,349,65,82,04 February 2011,09 February 2018,iRate,
1334821,Python,Automatic Movie Downloading via NZBs & Torrents,22889,3220,5169,207,246,06 February 2011,12 February 2018,CouchPotatoServer,
1336779,Ruby,"~/.js — No longer maintained, sorry.",1316,3184,113,26,29,07 February 2011,04 August 2017,defunkt/dotjs,
1338813,JavaScript,"The Swiss Army Knife of Vector Graphics Scripting – Scriptographer ported to JavaScript and the browser, using HTML5 Canvas. Created by @lehni & @puckey",34196,8830,7027,58,71,07 February 2011,03 February 2018,paper.js,
1341324,JavaScript,A `rm -rf` util for nodejs,99,2258,159,19,19,08 February 2011,15 January 2018,isaacs/rimraf,
1349775,Python,Topic Modelling for Humans,61365,6250,3549,262,289,10 February 2011,13 February 2018,gensim,
1357199,JavaScript,The semver parser for node (the one npm uses),340,2101,249,44,47,12 February 2011,16 January 2018,npm/node-semver,
1362490,Python,Python HTTP Requests for Humans٠???,9191,30374,5347,422,568,13 February 2011,12 February 2018,kennethreitz/requests,
1364139,Java,A TextView that automatically resizes text to fit perfectly within its bounds.,1190,3288,61,3,5,14 February 2011,19 August 2017,grantland/android-autofittextview,
1368195,C++,Asio C++ Library,15527,1291,2290,11,15,15 February 2011,12 March 2018,asio,
1376664,PHP,"Sends your logs to files, sockets, inboxes, databases and various web services",2219,8318,1839,284,321,17 February 2011,03 February 2018,monolog,
1404127,Ruby,A pure ruby implementation of the RFC 7519 OAuth JSON Web Token (JWT) standard.,374,1991,495,65,75,23 February 2011,13 March 2018,ruby-jwt,
1405796,Objective-C,A drop-in inline browser for your iOS app.,238,2572,179,24,29,24 February 2011,20 October 2017,TransitApp/SVWebViewController,
1408162,Python,JSON Web Token implementation in Python,494,1808,503,48,52,24 February 2011,07 March 2018,pyjwt,
1418453,Python,adds flavor of interactive filtering to the traditional pipe concept of UNIX shell,1151,2478,401,28,33,27 February 2011,15 August 2017,percol,
1419138,JavaScript,Fast and efficient CSS optimizer for node.js and the Web,4410,2803,1557,63,72,27 February 2011,12 February 2018,jakubpawlowicz/clean-css,
1421258,Python,Static site generator for designers. Uses Python and Django templates.,1140,3179,667,42,52,28 February 2011,31 July 2017,Cactus,
1424470,JavaScript,"Parse, validate, manipulate, and display dates in javascript.",15547,35546,3619,419,522,01 March 2011,12 February 2018,moment,
1438007,Java,Terasology - open source voxel world,280826,2282,8093,173,203,04 March 2011,12 February 2018,MovingBlocks/Terasology,
1439738,C++,An Open Source Implementation of the Actor Model in C++,26759,1440,3986,34,58,04 March 2011,14 March 2018,actor-framework,
1446467,Python,The PyPA recommended tool for installing Python packages,50215,4151,5620,330,355,06 March 2011,06 February 2018,pip,
1450115,Java,Asynchronous Http and WebSocket Client library for Java ,17351,4208,3842,140,173,07 March 2011,13 February 2018,async-http-client,
1451060,Java,[DEPRECATED] Action bar implementation which uses the native action bar on Android 4.0+ and a custom implementation on pre-4.0 through a single API and theme.,21244,7321,1480,53,64,07 March 2011,17 December 2015,ActionBarSherlock,
1459486,Java,Vim emulation plug-in for IDEs based on the IntelliJ platform.,6051,3111,1528,35,43,09 March 2011,29 January 2018,JetBrains/ideavim,
1507264,Objective-C,Chameleon is a port of Apple's UIKit for iOS (and some minimal related frameworks) to Mac OS X.,7250,2869,1044,20,26,21 March 2011,14 April 2015,Chameleon,
